id,original,surface,pronunciation,class,extinct
3769,アカアリサザイ,アカアリサザイ,アカアリサザイ,鳥類,no
3770,ミゾバムササビ,ミゾバムササビ,ミゾバムササビ,NA,no
3771,コシジロウミツバメ,コシジロウミツバメ,コシジロウミツバメ,鳥類,no
3772,クイナ,クイナ,クイナ,鳥類,no
3773,キンムネオナガテリムク,キンムネオナガテリムク,キンムネオナガテリムク,鳥類,no
3774,シマテンレック,シマテンレック,シマテンレック,NA,no
3775,アカマユヤマミソサザイ,アカマユヤマミソサザイ,アカマユヤマミソサザイ,鳥類,no
3776,ニシツリスガラ,ニシツリスガラ,ニシツリスガラ,NA,no
3777,メキシコウッドラット,メキシコウッドラット,メキシコウッドラット,NA,no
3778,オグロシトドコヒバリ,オグロシトドコヒバリ,オグロシトドコヒバリ,鳥類,no
3779,ミシシッピートビ,ミシシッピートビ,ミシシッピートビ,鳥類,no
3780,アッサムモンキー,アッサムモンキー,アッサムモンキー,哺乳類,no
3781,アメリカグンカンドリ,アメリカグンカンドリ,アメリカグンカンドリ,鳥類,no
3782,キクチハタネズミ,キクチハタネズミ,キクチハタネズミ,NA,no
3783,ヤツオビアルマジロ,ヤツオビアルマジロ,ヤツオビアルマジロ,哺乳類,no
3784,ノドジロガビチョウ,ノドジロガビチョウ,ノドジロガビチョウ,鳥類,no
3785,ズキンハゲワシ,ズキンハゲワシ,ズキンハゲワシ,鳥類,no
3786,シロアシスミントプシス,シロアシスミントプシス,シロアシスミントプシス,哺乳類,no
3787,ジャワマングース,ジャワマングース,ジャワマングース,哺乳類,no
3788,アカバネホノオアリドリ,アカバネホノオアリドリ,アカバネホノオアリドリ,鳥類,no
3789,ミドリワカケインコ,ミドリワカケインコ,ミドリワカケインコ,鳥類,no
3790,カワマユミソサザイ,カワマユミソサザイ,カワマユミソサザイ,鳥類,no
3791,ハイハシムナフチュウハシ,ハイハシムナフチュウハシ,ハイハシムナフチュウハシ,鳥類,no
3792,マダラヒメゴシキドリ,マダラヒメゴシキドリ,マダラヒメゴシキドリ,鳥類,no
3793,アフリカジツグミ,アフリカジツグミ,アフリカジツグミ,鳥類,no
3794,ハマシギ,ハマシギ,ハマシギ,鳥類,no
3795,カンムリウズラ,カンムリウズラ,カンムリウズラ,鳥類,no
3796,シコンヒワ,シコンヒワ,シコンヒワ,鳥類,no
3797,マダガスカルタンビヒタキ,マダガスカルタンビヒタキ,マダガスカルタンビヒタキ,鳥類,no
3798,シロボウシマイコドリ,シロボウシマイコドリ,シロボウシマイコドリ,鳥類,no
3799,ハシナガトガリネズミ,ハシナガトガリネズミ,ハシナガトガリネズミ,NA,no
3800,アフリカヘビウ,アフリカヘビウ,アフリカヘビウ,鳥類,no
3801,ジュウニセンフウチョウ,ジュウニセンフウチョウ,ジュウニセンフウチョウ,鳥類,no
3802,アフリカワシミミズク,アフリカワシミミズク,アフリカワシミミズク,鳥類,no
3803,オカピ,オカピ,オカピ,哺乳類,no
3804,ニュージーランドクイナ,ニュージーランドクイナ,ニュージーランドクイナ,鳥類,no
3805,シマコゲラ,シマコゲラ,シマコゲラ,鳥類,no
3806,フサオヤワゲマウス,フサオヤワゲマウス,フサオヤワゲマウス,NA,no
3807,オオアリクイ,オオアリクイ,オオアリクイ,哺乳類,no
3808,スイスハツカネズミ,スイスハツカネズミ,スイスハツカネズミ,NA,no
3809,サバクミミズク,サバクミミズク,サバクミミズク,鳥類,no
3810,ミドリスズメインコ,ミドリスズメインコ,ミドリスズメインコ,鳥類,no
3811,エクアドルヤマハチドリ,エクアドルヤマハチドリ,エクアドルヤマハチドリ,鳥類,no
3812,コモロタイヨウチョウ,コモロタイヨウチョウ,コモロタイヨウチョウ,鳥類,no
3813,アオマルケサスヒタキ,アオマルケサスヒタキ,アオマルケサスヒタキ,鳥類,no
3814,フイリモズビタキ,フイリモズビタキ,フイリモズビタキ,NA,no
3815,シマアオジ,シマアオジ,シマアオジ,鳥類,no
3816,ムナフコウライウグイス,ムナフコウライウグイス,ムナフコウライウグイス,鳥類,no
3817,ミスジアメリカムシクイ,ミスジアメリカムシクイ,ミスジアメリカムシクイ,鳥類,no
3818,トムソンガゼル,トムソンガゼル,トムソンガゼル,哺乳類,no
3819,アンゴラフルーツコウモリ,アンゴラフルーツコウモリ,アンゴラフルーツコウモリ,NA,no
3820,コガラ,コガラ,コガラ,鳥類,no
3821,アカハシチャツグミ,アカハシチャツグミ,アカハシチャツグミ,鳥類,no
3822,エクアドルケノレステス,エクアドルケノレステス,エクアドルケノレステス,哺乳類,no
3823,ナンヨウセイコウチョウ,ナンヨウセイコウチョウ,ナンヨウセイコウチョウ,鳥類,no
3824,ハイイロカモメ,ハイイロカモメ,ハイイロカモメ,鳥類,no
3825,カラニジキジ,カラニジキジ,カラニジキジ,鳥類,no
3826,ネズミメジロハエトリ,ネズミメジロハエトリ,ネズミメジロハエトリ,鳥類,no
3827,シロハラヤチマウス,シロハラヤチマウス,シロハラヤチマウス,NA,no
3828,カゲハタネズミ,カゲハタネズミ,カゲハタネズミ,NA,no
3829,ノガン,ノガン,ノガン,鳥類,no
3830,ドジョウ,ドジョウ,ドジョウ,魚類,no
3831,アカフサカザリドリ,アカフサカザリドリ,アカフサカザリドリ,鳥類,no
3832,ドミニカアメリカムシクイ,ドミニカアメリカムシクイ,ドミニカアメリカムシクイ,鳥類,no
3833,モリレミング,モリレミング,モリレミング,NA,no
3834,オオマシコ,オオマシコ,オオマシコ,鳥類,no
3835,オボロテンニョゲラ,オボロテンニョゲラ,オボロテンニョゲラ,鳥類,no
3836,ハイノドアメリカムシクイ,ハイノドアメリカムシクイ,ハイノドアメリカムシクイ,鳥類,no
3837,モリヤワゲネズミ,モリヤワゲネズミ,モリヤワゲネズミ,NA,no
3838,ムナグロワタアシハチドリ,ムナグロワタアシハチドリ,ムナグロワタアシハチドリ,鳥類,no
3839,ヘラシギ,ヘラシギ,ヘラシギ,鳥類,no
3840,ニシタイランチョウ,ニシタイランチョウ,ニシタイランチョウ,鳥類,no
3841,ハイイロガン,ハイイロガン,ハイイロガン,鳥類,no
3842,トリスタンフィンチ,トリスタンフィンチ,トリスタンフィンチ,鳥類,no
3843,チャズキンハチクイモドキ,チャズキンハチクイモドキ,チャズキンハチクイモドキ,鳥類,no
3844,キバラオウギビタキ,キバラオウギビタキ,キバラオウギビタキ,鳥類,no
3845,キバラセンニョムシクイ,キバラセンニョムシクイ,キバラセンニョムシクイ,鳥類,no
3846,ヒヒ,ヒヒ,ヒヒ,NA,no
3847,アカハシネッタイチョウ,アカハシネッタイチョウ,アカハシネッタイチョウ,鳥類,no
3848,カオジロウミツバメ,カオジロウミツバメ,カオジロウミツバメ,鳥類,no
3849,トパーズハチドリ,トパーズハチドリ,トパーズハチドリ,鳥類,no
3850,コシジロアナツバメ,コシジロアナツバメ,コシジロアナツバメ,鳥類,no
3851,ビロードネズミ,ビロードネズミ,ビロードネズミ,NA,no
3852,チゴハヤブサ,チゴハヤブサ,チゴハヤブサ,鳥類,no
3853,アカガオハシリバト,アカガオハシリバト,アカガオハシリバト,鳥類,no
3854,ソライロフウキンチョウ,ソライロフウキンチョウ,ソライロフウキンチョウ,鳥類,no
3855,ホオグロモリツバメ,ホオグロモリツバメ,ホオグロモリツバメ,鳥類,no
3856,カオグロイロムシクイ,カオグロイロムシクイ,カオグロイロムシクイ,鳥類,no
3857,シロハラキンパラ,シロハラキンパラ,シロハラキンパラ,鳥類,no
3858,ベニガオザル,ベニガオザル,ベニガオザル,哺乳類,no
3859,ミナミコガラ,ミナミコガラ,ミナミコガラ,NA,no
3860,キジバンケン,キジバンケン,キジバンケン,鳥類,no
3861,シロテテナガザル,シロテテナガザル,シロテテナガザル,哺乳類,no
3862,アカメミカドバト,アカメミカドバト,アカメミカドバト,鳥類,no
3863,ソライロボウシマイコドリ,ソライロボウシマイコドリ,ソライロボウシマイコドリ,鳥類,no
3864,ヒイロサンショウクイ,ヒイロサンショウクイ,ヒイロサンショウクイ,鳥類,no
3865,レンネルオオハシヒタキ,レンネルオオハシヒタキ,レンネルオオハシヒタキ,鳥類,no
3866,ススシロアシマウス,ススシロアシマウス,ススシロアシマウス,NA,no
3867,ハシジロキツツキ,ハシジロキツツキ,ハシジロキツツキ,鳥類,no
3868,キイロオクロオウム,キイロオクロオウム,キイロオクロオウム,鳥類,no
3869,ムナフムシクイチメドリ,ムナフムシクイチメドリ,ムナフムシクイチメドリ,鳥類,no
3870,アナグマ,アナグマ,アナグマ,NA,no
3871,ムナフイカル,ムナフイカル,ムナフイカル,鳥類,no
3872,コビトマングース,コビトマングース,コビトマングース,哺乳類,no
3873,サルタンガラ,サルタンガラ,サルタンガラ,鳥類,no
3874,メジロメキシコインコ,メジロメキシコインコ,メジロメキシコインコ,鳥類,no
3875,コアシイワオオミミマウス,コアシイワオオミミマウス,コアシイワオオミミマウス,NA,no
3876,キムネカマドドリ,キムネカマドドリ,キムネカマドドリ,鳥類,no
3877,アラゲアルマジロ,アラゲアルマジロ,アラゲアルマジロ,哺乳類,no
3878,ハシグロカッコウ,ハシグロカッコウ,ハシグロカッコウ,鳥類,no
3879,ハマダラムクドリ,ハマダラムクドリ,ハマダラムクドリ,鳥類,no
3880,ムジカザリドリモドキ,ムジカザリドリモドキ,ムジカザリドリモドキ,鳥類,no
3881,メキシコジリス,メキシコジリス,メキシコジリス,NA,no
3882,ジェンツーペンギン,ジェンツーペンギン,ジェンツーペンギン,鳥類,no
3883,ニッケイマイコドリ,ニッケイマイコドリ,ニッケイマイコドリ,鳥類,no
3884,シロハラチャムクドリ,シロハラチャムクドリ,シロハラチャムクドリ,鳥類,no
3885,マッコウクジラ,マッコウクジラ,マッコウクジラ,哺乳類,no
3886,ゴーフフィンチ,ゴーフフィンチ,ゴーフフィンチ,鳥類,no
3887,カタカケフウチョウ,カタカケフウチョウ,カタカケフウチョウ,鳥類,no
3888,アメリカズグロカモメ,アメリカズグロカモメ,アメリカズグロカモメ,鳥類,no
3889,ネズミアリモズ,ネズミアリモズ,ネズミアリモズ,鳥類,no
3890,クロナキヤブモズイヌ,クロナキヤブモズイヌ,クロナキヤブモズイヌ,NA,no
3891,オーストラリアツバメ,オーストラリアツバメ,オーストラリアツバメ,鳥類,no
3892,ミヤマヒメアオヒタキ,ミヤマヒメアオヒタキ,ミヤマヒメアオヒタキ,鳥類,no
3893,メラネシアツカツクリ,メラネシアツカツクリ,メラネシアツカツクリ,鳥類,no
3894,アカクロムクドリモドキ,アカクロムクドリモドキ,アカクロムクドリモドキ,鳥類,no
3895,ベトナムキジ,ベトナムキジ,ベトナムキジ,NA,no
3896,チャカザリハチドリ,チャカザリハチドリ,チャカザリハチドリ,鳥類,no
3897,クックハツカネズミ,クックハツカネズミ,クックハツカネズミ,NA,no
3898,バライロルリノジコ,バライロルリノジコ,バライロルリノジコ,鳥類,no
3899,クロヒワ,クロヒワ,クロヒワ,鳥類,no
3900,ムナジロオナガカマドドリ,ムナジロオナガカマドドリ,ムナジロオナガカマドドリ,鳥類,no
3901,シラヒゲウミスズメ,シラヒゲウミスズメ,シラヒゲウミスズメ,鳥類,no
3902,オリーブポケットマウス,オリーブポケットマウス,オリーブポケットマウス,NA,no
3903,モリヒバリ,モリヒバリ,モリヒバリ,鳥類,no
3904,ボルネオコビトリス,ボルネオコビトリス,ボルネオコビトリス,NA,no
3905,アジアフサオヤマアラシ,アジアフサオヤマアラシ,アジアフサオヤマアラシ,NA,no
3906,カナダヤマアラシ,カナダヤマアラシ,カナダヤマアラシ,哺乳類,no
3907,カンムリコリン,カンムリコリン,カンムリコリン,鳥類,no
3908,ナキイスカ,ナキイスカ,ナキイスカ,鳥類,no
3909,ビワマス,ビワマス,ビワマス,魚類,no
3910,インドハゲワシ,インドハゲワシ,インドハゲワシ,鳥類,no
3911,アオジカッコウ,アオジカッコウ,アオジカッコウ,鳥類,no
3912,チャドコウギョクチョウ,チャドコウギョクチョウ,チャドコウギョクチョウ,鳥類,no
3913,タイワンコノハズク,タイワンコノハズク,タイワンコノハズク,鳥類,no
3914,イワヒバリ,イワヒバリ,イワヒバリ,鳥類,no
3915,リシリムクゲネズミ,リシリムクゲネズミ,リシリムクゲネズミ,NA,no
